item_seq,item_name,ingr_code,ingr_name_ko,ingr_name_en,atc_code,synonyms,성상,의약품제형,색상앞,표시앞,표시뒤,severity_class,label_section,dili_status
201800477,앤티사반정5mg(아픽사반),M253531,아픽사반,Apixaban,B01AF02,[],분홍색의달걀형의양쪽이볼록한필름코팅정,타원형,분홍,ΛT,5,4.0,Adverse reactions,vLess-DILI-concern
201800478,앤티사반정2.5mg(아픽사반),M253531,아픽사반,Apixaban,B01AF02,[],연한노란색의원형필름코팅정,원형,노랑,ΛT,2½,4.0,Adverse reactions,vLess-DILI-concern
201800487,엘사반정2.5밀리그램(아픽사반),M283320,아픽사반(미분화),Apixaban Micronized,B01AF02,[],연한노란색의원형필름코팅정,원형,노랑,SJ,2½,,No Match,vNo-Data
201800488,엘사반정5밀리그램(아픽사반),M283320,아픽사반(미분화),Apixaban Micronized,B01AF02,[],분홍색의달걀형의양쪽이볼록한필름코팅정,타원형,분홍,SJ,5,,No Match,vNo-Data
201800496,마라티오정480밀리그램(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,장방형,연두,KPMR,분할선,,No Match,vNo-Data
201800498,제이드정(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,장방형,연두,JAT,-,,No Match,vNo-Data
201800499,덱시티드정480밀리그램(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,장방형,연두,HN3,-,,No Match,vNo-Data
201800500,알티옥시드정480밀리그램(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,장방형,연두,MRT,-,,No Match,vNo-Data
201800503,에이카민정(펠라고니움시도이데스11%에탄올건조엑스(5.5~6.6→1)),M275423,펠라고늄시도이데스11%에탄올 건조엑스(5.5∼6.6→1),Pelargonium Sidoides 11% Ethanol Dried Extract (5.5∼6.6→1),,[],적갈색의원형필름코팅정,원형,갈색,AKM,-,,No Match,vNo-Data
201800504,아르틴정20밀리그램(아토르바스타틴칼슘수화물),M256664,아토르바스타틴칼슘수화물,Atorvastatin Calcium Hydrate,C10AA05,[],흰색의원형필름코팅정,원형,하양,ΛUS,9,,No Match,vNo-Data
201800506,일성알티메타민정(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,장방형,연두,R분할선T,ISP,,No Match,vNo-Data
201800507,치옥에치정480mg(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,장방형,연두,THC,-,,No Match,vNo-Data
201800509,팜시칸정250밀리그램(팜시클로비르),M250929,팜시클로비르,Famciclovir,J05AB09,[],흰색원형의필름코팅정,원형,하양,Kb,250,3.0,Adverse reactions,Ambiguous-DILI-concern
201800511,현대프레가발린정75밀리그램,M102323,프레가발린,Pregabalin,N02BF02,[],흰색또는연한노란색의원형정제,원형,하양,HDPPGNT75,-,0.0,No match,vLess-DILI-concern
201800512,현대프레가발린정150밀리그램,M102323,프레가발린,Pregabalin,N02BF02,[],흰색또는연한노란색의원형정제,원형,하양,HDPPGNT150,-,0.0,No match,vLess-DILI-concern
201800513,덱스티오정480밀리그램(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,장방형,연두,HS,RT,,No Match,vNo-Data
201800515,마겐정(알마게이트),M081294,알마게이트,Almagate,A02AD03,[],흰색의장방형정제,장방형,하양,MΛG,-,,No Match,vNo-Data
201800516,아세티정(아세클로페낙),M040359,아세클로페낙,Aceclofenac,M01AB16,[],흰색의원형필름코팅정제,원형,하양,마크,7,0.0,No match,vLess-DILI-concern
201800530,오아비정10밀리그램(솔리페나신숙신산염),M259862,솔리페나신숙신산염,Solifenacin Succinate,G04BD08,[],분홍색의타원형필름코팅정,타원형,분홍,OΛB10,마크,3.0,Adverse reactions,vLess-DILI-concern
201800531,오아비정5밀리그램(솔리페나신숙신산염),M259862,솔리페나신숙신산염,Solifenacin Succinate,G04BD08,[],엷은분홍색의타원형필름코팅정,타원형,분홍,OΛB5,마크,3.0,Adverse reactions,vLess-DILI-concern
201800546,에니츄라캡슐(테오브로민),M253552,테오브로민,Theobromine,R03DA07,[],흰색분말이충진된상부농황색|하부흰색의경질캡슐제,장방형,노랑,HTAT,-,,No Match,vNo-Data
201800567,타세놀8시간이알서방정325밀리그램(아세트아미노펜),M040353,아세트아미노펜,Acetaminophen,N02BE01,[],흰색의장방형서방성필름코팅정,장방형,하양,TACENOLER,325,5.0,Warnings & precautions,vMost-DILI-concern
201800568,바이오탑디캡슐,M095536,클로스트리디움부티리쿰토아균,Enterococcus Faecalis T-110/Bacillus Mesentericus Toa/Clostridium Butyricum Toa,A07FA51,"[""엔테로코쿠스페칼리스T-110균"", ""바실루스메센테리쿠스토아균""]",흰색내지담황색의분말이충진된상|하흰색의경질캡슐제,장방형,하양,BTSDOUBLE,-,,No Match,vNo-Data
201800569,세프로지마정250밀리그램(세프프로질),M250545,세프프로질수화물,Cefprozil Hydrate,J01DC10,[],연주황색의장방형필름코팅정제,타원형,분홍,CLP,PO,,No Match,vNo-Data
201800571,세파크라캡슐250밀리그램(세파클러수화물),M222859,세파클러수화물,Cefaclor Hydrate,J01DC04,[],미황색분말이충진된상부청색|하부하늘색의경질캡슐제,장방형,파랑,srcef,-,,No Match,vNo-Data
201800572,텔미온정80밀리그램(텔미사르탄),M090395,텔미사르탄,Telmisartan,C09CA07,[],흰색타원형의정제,타원형,하양,HK,T80,3.0,Adverse reactions,vLess-DILI-concern
201800576,레드로프정60밀리그램(레보드로프로피진),M253916,레보드로프로피진,Levodropropizine,R05DB27,[],흰색의원형정제,원형,하양,NS,60,,No Match,vNo-Data
201800600,하나징코엠정40밀리그램(은행엽건조엑스),M273892,은행엽 건조엑스,Ginkgo Biloba Leaf Dried Extract,N06DX02,[],연녹색의장방형필름코팅정제,장방형,연두,HN,G40,,No Match,vNo-Data
201800601,하나징코엠정80밀리그램(은행엽건조엑스),M088948,은행엽건조엑스,Ginkgo Biloba Leaf Dried Extract,N06DX02,[],녹색의장방형필름코팅정제,장방형,연두,HN,G분할선80,,No Match,vNo-Data
201800609,세푸틸정250밀리그램(세푸록심악세틸),M084405,세푸록심악세틸,Cefuroxime Axetil,J01DC02,[],흰색의장방형필름코팅정제,장방형,하양,CXT,-,,No Match,vNo-Data
201800629,엘클러캡슐(세파클러수화물),M222859,세파클러수화물,Cefaclor Hydrate,J01DC04,[],미황색분말이충진된상부청색|하부하늘색의경질캡슐제,장방형,파랑,엘클러엘클러,-,,No Match,vNo-Data
201800638,바이타액트프리미엄정,M223167,우르소데옥시콜산,Benfotiamine/Riboflavin/Ferrous Fumarate/Pyridoxine Hydrochloride/Cyanocobalamin Powder 0.1%/Ascorbic Acid D.C 97%/D-Biotin/Folic Acid/Calcium Pantothenate/Cholecalciferol Granules/Zinc Oxide/Gamma-Oryzanol/Inositol/Ubidecarenone/Ursodeoxycholic Acid,A11JC,"[""이노시톨"", ""폴산"", ""벤포티아민"", ""d-비오틴"", ""리보플라빈"", ""γ-오리자놀"", ""시아노코발라민1000배산"", ""산화아연"", ""유비데카레논"", ""콜레칼시페롤과립"", ""푸마르산철"", ""판토텐산칼슘"", ""직타용아스코르브산97%"", ""피리독신염산염""]",갈색의장방형필름코팅정,장방형,갈색,분할선,VGP,0.0,No match,vNo-DILI-concern
201800639,벤포마그빅액티브연질캡슐,M040133,리보플라빈,Magnesium Oxide/Tocopherol Acetate/Benfotiamine/Pyridoxine Hydrochloride/Cyanocobalamin/Riboflavin,A11JB,"[""시아노코발라민"", ""벤포티아민"", ""토코페롤아세테이트"", ""산화마그네슘"", ""피리독신염산염""]",황색의유상물질(기름상태물질)이들어있는적갈색의장방형연질캡슐제,장방형,갈색,벤포마그빅,-,0.0,No match,vNo-DILI-concern
201800640,벤포바이타액티브정,M223167,우르소데옥시콜산,Benfotiamine/Riboflavin Butyrate/Nicotinamide/Pyridoxal Phosphate Hydrate/Calcium Pantothenate/Hydroxocobalamin Acetate/D-Biotin/Folic Acid/Choline Tartrate/Inositol/Ascorbic Acid D.C 97%/Tocopherol Acetate Powder 50%/Cholecalciferol Granules/Selenium In Dried Yeast/Magnesium Oxide/Zinc Oxide/Ubidecarenone/Gamma-Oryzanol/Ursodeoxycholic Acid,A11JC,"[""산화마그네슘"", ""폴산"", ""벤포티아민"", ""토코페롤아세테이트 2배산"", ""γ-오리자놀"", ""콜레칼시페롤과립"", ""직타용아스코르브산97%"", ""d-비오틴"", ""히드록소코발라민아세트산염"", ""피리독살포스페이트수화물"", ""리보플라빈부티레이트"", ""산화아연"", ""셀레늄함유건조효모"", ""콜린타르타르산염"", ""판토텐산칼슘"", ""니코틴산아미드"", ""이노시톨"", ""유비데카레논""]",담황색의장방형필름코팅정,장방형,주황,VMP,분할선,3.0,Adverse reactions,Ambiguous-DILI-concern
201800648,휴베포타정(베포타스틴베실산염),M255128,베포타스틴베실산염,Bepotastine Besylate,R06AX,[],흰색의원형필름코팅정,원형,하양,HUC,분할선,,No Match,vNo-Data
201800668,프래빅스듀오캡슐,M253914,아스피린장용펠렛,Clopidogrel Bisulfate/Aspirin Enteric Pellets,B01AC30,"[""클로피도그렐황산염""]",흰색또는미황색의과립및장용코팅된펠렛을함유하는상|하부주황색의경질캡슐,장방형,주황,ACPLD,-,7.0,Adverse reactions,vLess-DILI-concern
201800670,로수반정20mg(로수바스타틴칼슘),M095744,로수바스타틴칼슘,Rosuvastatin Calcium,C10AA07,[],분홍색의원형필름코팅정제,원형,분홍,ENK,20,3.0,Warnings & precautions,vLess-DILI-concern
201800671,아날라프연질캡슐(나프록센),M050116,나프록센,Naproxen,M01AE02,[],무색의투명한액이든청록색의투명한타원형연질캡슐,타원형,초록|투명,ANRF,-,3.0,Warnings & precautions,vLess-DILI-concern
201800673,피드펜정,M040353,아세트아미노펜,Chlorzoxazone/Acetaminophen,M03BB53,"[""클로르족사존""]",흰색의장방형필름코팅정제,장방형,하양,CMP,L8,8.0,Warnings & precautions,vMost-DILI-concern
201800675,락스타캡슐(락토바실루스카제이변종람노수스의동결건조배양물),M233197,락토바실루스 카제이 변종 람노수스의 동결건조 배양물,Lactobacillus Casei Var.Rhamnosus Lyophilizate,A07FA01,[],크림색가루가들어있는상하흰색의불투명경질캡슐제,장방형,하양,KLLASR,-,,No Match,vNo-Data
201800701,슬라드린정,M040353,아세트아미노펜,Ephedrine Hydrochloride/Anhydrous Caffeine/Acetaminophen,R05X,"[""에페드린염산염"", ""카페인무수물""]",연청색의원형정제,원형,파랑,마크,십자분할선,5.0,Warnings & precautions,vMost-DILI-concern
201800718,레바드정(레보설피리드),M099905,레보설피리드,Levosulpiride,A03FA,[],흰색의원형정제,원형,하양,D2,25,,No Match,vNo-Data
201800719,가바메드캡슐150밀리그램(프레가발린),M102323,프레가발린,Pregabalin,N02BF02,[],흰색의분말이든상하부흰색의경질캡슐제,장방형,하양,KHPGN150,-,0.0,No match,vLess-DILI-concern
201800720,가바메드캡슐75밀리그램(프레가발린),M102323,프레가발린,Pregabalin,N02BF02,[],흰색의분말이든상부적갈색|하부흰색의경질캡슐제,장방형,갈색,KHPGN75,-,0.0,No match,vLess-DILI-concern
201800721,티렐러정90밀리그램(티카그렐러),M252586,티카그렐러,Ticagrelor,B01AC24,[],노란색의양면이볼록한원형의필름코팅정,원형,노랑,90K,-,0.0,No match,vNo-DILI-concern
201800730,티카그린정90밀리그램(티카그렐러),M252586,티카그렐러,Ticagrelor,B01AC24,[],노란색의양면이볼록한원형의필름코팅정,원형,주황,90C,-,0.0,No match,vNo-DILI-concern
201800743,휴로린타정90mg(티카그렐러),M252586,티카그렐러,Ticagrelor,B01AC24,[],노란색의양면이볼록한원형의필름코팅정,원형,주황,90H,-,0.0,No match,vNo-DILI-concern
201800744,티카젠정90밀리그램(티카그렐러),M252586,티카그렐러,Ticagrelor,B01AC24,[],노란색의양면이볼록한원형의필름코팅정,원형,주황,ΛT9,-,0.0,No match,vNo-DILI-concern
201800745,모사프로정5밀리그램(모사프리드시트르산염수화물),M234050,모사프리드시트르산염수화물,Mosapride Citrate Dihydrate,A03FA09,[],흰색의장방형필름코팅정제,장방형,하양,C분할선M,V,,No Match,vNo-Data
201800754,훼로큐캡슐,M223289,폴산,Polysaccharide Iron Complex/Cyanocobalamin Powder 0.1%/Folic Acid,B03AE01,"[""시아노코발라민1000배산"", ""폴리사카리드철착염""]",갈색의가루가든상·하부농갈색의경질캡슐,장방형,갈색,마크훼로큐,-,0.0,No match,vNo-DILI-concern
201800764,클라빅신듀오캡슐75/75밀리그램,M040355,아스피린,Clopidogrel Bisulfate/Aspirin,B01AC30,"[""클로피도그렐황산염""]",분홍색의장방형필름코팅정제와흰색의구형입자가충전되어있는상|하부미황색의경질캡슐제,장방형,노랑,UTCLD75,-,7.0,Adverse reactions,vLess-DILI-concern
201800767,윈리카캡슐150밀리그램(프레가발린),M102323,프레가발린,Pregabalin,N02BF02,[],흰색의분말이든상|하부흰색의경질캡슐제,장방형,하양,HWPWN150,-,0.0,No match,vLess-DILI-concern
201800768,윈리카캡슐75밀리그램(프레가발린),M102323,프레가발린,Pregabalin,N02BF02,[],흰색의분말이든상부적갈색|하부흰색의경질캡슐제,장방형,갈색,HWPWN75,-,0.0,No match,vLess-DILI-concern
201800772,아도네정10밀리그램(도네페질염산염일수화물),M232430,도네페질염산염일수화물,Donepezil Hydrochloride Monohydrate,N06DA02,[],노란색의원형필름코팅정제,원형,노랑,마크,67,,No Match,vNo-Data
201800773,아도네정5밀리그램(도네페질염산염일수화물),M232430,도네페질염산염일수화물,Donepezil Hydrochloride Monohydrate,N06DA02,[],이약은흰색의원형필름코팅정제이다.,원형,하양,마크,65,,No Match,vNo-Data
201800785,텔미온정40밀리그램(텔미사르탄),M090395,텔미사르탄,Telmisartan,C09CA07,[],흰색의장타원형정제,타원형,하양,HK,T40,3.0,Adverse reactions,vLess-DILI-concern
201800787,로나펜정(록소프로펜나트륨수화물),M222839,록소프로펜나트륨수화물,Loxoprofen Sodium Hydrate,M01AE19,[],흰색~미황색의원형정제,원형,하양,ENK,60,,No Match,vNo-Data
201800790,아세크릴정(아세클로페낙),M040359,아세클로페낙,Aceclofenac,M01AB16,[],흰색의원형필름코팅정,원형,하양,JH,12,0.0,No match,vLess-DILI-concern
201800791,엘소펜정60밀리그램(록소프로펜나트륨수화물),M222839,록소프로펜나트륨수화물,Loxoprofen Sodium Hydrate,M01AE19,[],흰색의원형정제,원형,하양,CMV,LOX,,No Match,vNo-Data
201800794,이지만틴정10밀리그램(메만틴염산염),M242614,메만틴염산염,Memantine Hydrochloride,N06DX01,[],흰색의장방형필름코팅정,기타,하양,H분할선S,1분할선0,7.0,Adverse reactions,vLess-DILI-concern
201800795,아르테크정10밀리그램(아토르바스타틴칼슘수화물),M256664,아토르바스타틴칼슘수화물,Atorvastatin Calcium Hydrate,C10AA05,[],흰색의원형필름코팅정,원형,하양,Λ10,sr,,No Match,vNo-Data
201800807,가로틴캡슐100밀리그램(가바펜틴),M264220,가바펜틴,Gabapentin,N02BF01,[],흰색이나회백색분말이들어있는상|하흰색의경질캡슐제,장방형,하양,GRT100sr,-,3.0,Warnings & precautions,vLess-DILI-concern
201800810,지무라돌세미정,M040353,아세트아미노펜,Tramadol Hydrochloride/Acetaminophen,N02AJ13,"[""트라마돌염산염""]",연한황색의장방형필름코팅정제,장방형,노랑,DC,J,7.0,Adverse reactions,vLess-DILI-concern
201800811,"하나징코엠플러스정(실로스타졸, 은행엽건조엑스)",M088948,은행엽건조엑스,Cilostazol/Ginkgo Biloba Leaf Dried Extract,B01AC,"[""실로스타졸""]",연두색의달걀형필름코팅정제,타원형,연두,HN,G분할선C,5.0,Adverse reactions,Ambiguous-DILI-concern
201800812,토라메이트정(토피라메이트),M087104,토피라메이트,Topiramate,N03AX11,[],황색의원형필름코팅정제,원형,노랑,JCTP,십자분할선,3.0,Adverse reactions,vLess-DILI-concern
201800813,에이프로젠로수바스타틴칼슘정5밀리그램,M270546,로수바스타틴칼슘(미분화),Rosuvastatin Calcium Micronized,C10AA07,[],노란색의원형필름코팅정제,원형,주황,KSRSV,5,,No Match,vNo-Data
201800820,뉴심바드정(심바스타틴),M089710,심바스타틴,Simvastatin,C10AA01,[],황갈색의타원형필름코팅정,타원형,분홍,A분할선N,SV,3.0,Warnings & precautions,vLess-DILI-concern
201800821,뉴발사타반정160밀리그램(발사르탄),M090403,발사르탄,Valsartan,C09CA03,[],회색빛을띠는오렌지색의타원형필름코팅정,타원형,주황,A분할선N,V16,3.0,Adverse reactions,vLess-DILI-concern
201800822,뉴발사타반정80밀리그램(발사르탄),M090403,발사르탄,Valsartan,C09CA03,[],분홍색의원형필름코팅정,원형,분홍,A분할선N,V8,3.0,Adverse reactions,vLess-DILI-concern
201800836,이소프트캡슐,M051437,카르바조크롬,Ascorbic Acid/Lysozyme Hydrochloride/Tocopherol Acetate Powder 50%/Carbazochrome,A01AD,"[""토코페롤아세테이트 2배산"", ""아스코르브산"", ""리소짐염산염""]",엷은주황색의가루가든상|하부노란색의경질캡슐,장방형,노랑,CMPE-Soft,-,,No Match,vNo-Data
201800837,가비스타캡슐100밀리그램(가바펜틴),M264220,가바펜틴,Gabapentin,N02BF01,[],흰색이나회백색분말이들어있는상|하흰색의경질캡슐제,장방형,하양,HKGP100,-,3.0,Warnings & precautions,vLess-DILI-concern
201800838,가비스타캡슐300밀리그램(가바펜틴),M264220,가바펜틴,Gabapentin,N02BF01,[],흰색이나회백색분말이들어있는상|하미황색의경질캡슐제,장방형,노랑,HKGP300,-,3.0,Warnings & precautions,vLess-DILI-concern
201800845,유가인정40밀리그램(옥틸로늄브롬화물),M247676,옥틸로늄브롬화물,Octylonium Bromide,A03AB06,[],주황색원형정제,원형,분홍,CLP,O분할선B,,No Match,vNo-Data
201800860,텔카딘정40밀리그램(텔미사르탄),M090395,텔미사르탄,Telmisartan,C09CA07,[],흰색의원형정제,원형,하양,KD,T1,3.0,Adverse reactions,vLess-DILI-concern
201800861,알피바스타틴정20mg(아토르바스타틴칼슘수화물),M256664,아토르바스타틴칼슘수화물,Atorvastatin Calcium Hydrate,C10AA05,[],흰색의원형필름코팅정,원형,하양,RP,2,,No Match,vNo-Data
201800864,비티렉캡슐(포도엽건조엑스),M256079,포도엽건조엑스,Vitis Vinifera Leaf Dried Extract,C05CX,[],암자색의분말이충진된상하부담갈색의경질캡슐제,장방형,갈색,비티렉비티렉,-,,No Match,vNo-Data
201800870,알마프론정(리마프로스트알파덱스),M214404,리마프로스트알파덱스,Limaprost Alfadex,B01AC28,[],흰색의원형정제,원형,하양,CV,5,,No Match,vNo-Data
201800888,브로코프캡슐300밀리그램(테오브로민),M253552,테오브로민,Theobromine,,[],흰색의가루가충진된상부진한노란색|하부흰색의경질캡슐제,장방형,노랑,MKTB,-,,No Match,vNo-Data
201800889,올코프캡슐300밀리그램(테오브로민),M253552,테오브로민,Theobromine,,[],흰색가루가충진된상부진한노란색|하부흰색의경질캡슐제,장방형,갈색,AJUTOC,-,,No Match,vNo-Data
201800904,브릴러정90밀리그램(티카그렐러),M252586,티카그렐러,Ticagrelor,B01AC24,[],노란색의양면이볼록한원형의필름코팅정,원형,주황,KJT9,-,0.0,No match,vNo-DILI-concern
201800907,명문미르타오디정30밀리그램(미르타자핀),M088893,미르타자핀,Mirtazapine,N06AX11,[],오렌지향이나는흰색의원형정제,원형,하양,M3,-,3.0,Warnings & precautions,vLess-DILI-concern
201800910,유니그릴씨알정(사르포그렐레이트염산염),M261406,사르포그렐레이트염산염,Sarpogrelate Hydrochloride,B01AC,[],흰색의장방형필름코팅서방정,타원형,하양,UT,S300,,No Match,vNo-Data
201800911,콘티플러스연질캡슐,M208932,γ-오리자놀,Sodium Chondroitin Sulfate/Fursultiamine/Riboflavin Butyrate/Nicotinamide/Calcium Pantothenate/Pyridoxine Hydrochloride/Cyanocobalamin/Tocopherol Acetate/Gamma-Oryzanol,A11JC,"[""시아노코발라민"", ""토코페롤아세테이트"", ""푸르설티아민"", ""리보플라빈부티레이트"", ""콘드로이틴설페이트나트륨"", ""피리독신염산염"", ""니코틴산아미드"", ""판토텐산칼슘""]",황색의내용물이충진된적색의장방형연질캡슐,타원형,빨강,CCL,-,0.0,No match,vNo-DILI-concern
201800924,플로리정250밀리그램(시프로플록사신염산염수화물),M223091,시프로플록사신염산염수화물,Ciprofloxacin Hydrochloride Hydrate,J01MA02,[],흰색의원형필름코팅정,원형,하양,PU19,-,,No Match,vNo-Data
201800928,리리카캡슐25밀리그램(프레가발린),M102323,프레가발린,Pregabalin,N02BF02,[],흰색또는연한노란색의가루가든상부흰색|하부흰색의경질캡슐제,장방형,하양,VTRSPGN25,-,0.0,No match,vLess-DILI-concern
201800929,리리카캡슐50밀리그램(프레가발린),M102323,프레가발린,Pregabalin,N02BF02,[],흰색또는연한노란색의가루가든상부흰색|하부검은색줄이있는흰색의경질캡슐제,장방형,하양,VTRSPGN50,-,0.0,No match,vLess-DILI-concern
201800930,테오라캡슐(테오브로민),M253552,테오브로민,Theobromine,,[],흰색가루가충진된상부진한노란색|하부흰색의경질캡슐제,장방형,갈색,마크TR,-,,No Match,vNo-Data
201800933,실리톤연질캡슐(밀크시슬열매건조엑스),M268656,밀크시슬열매건조엑스,Milk-Thistle Fruit Dried Extract,A05BA03,[],황갈색의유상내용물을함유한녹색의장방형연질캡슐제,타원형,초록,실리톤,-,,No Match,vNo-Data
201800935,프레가린캡슐300밀리그램(프레가발린),M102323,프레가발린,Pregabalin,N02BF02,[],흰색또는연한노란색을띄는흰색의가루가든상부적갈색|하부흰색의경질캡슐제,장방형,갈색,KDCPRC300,-,0.0,No match,vLess-DILI-concern
201800937,글리아트정(콜린알포세레이트),M257700,콜린알포세레이트,Choline Alfoscerate,N07AX02,[],담황색의달걀형필름코팅정,타원형,노랑,ETX,N분할선4,,No Match,vNo-Data
201800947,더치드정(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정,타원형,연두,마크,TT,,No Match,vNo-Data
201800950,리포지엔알정480밀리그램(알티옥트산트로메타민염),M258316,알티옥트산트로메타민염,R-Thioctic Acid Tromethamine,A16AX01,[],연두색의장방형필름코팅정제,장방형,연두,마크,LC,,No Match,vNo-Data
201800964,나스타정50밀리그램(나프토피딜),M252062,나프토피딜,Naftopidil,G04CA,[],흰색의원형정제,원형,하양,N50,Y분할선Y,,No Match,vNo-Data
201800979,가티스정 ,M251061,비스무트시트르산염칼륨,Ranitidine Hydrochloride/Sucralfate Hydrate/Tripotassium Bismuth Dicitrate,A02BA,"[""라니티딘염산염"", ""수크랄페이트수화물""]",녹색의원형필름코팅정,원형,연두,GTS,-,5.0,Adverse reactions,vLess-DILI-concern
201800980,키즈부스터비타츄어블정,M081871,글리세로인산마그네슘,Retinol Palmitate Granules/Cholecalciferol Concentrate Powder/Thiamine Nitrate/Riboflavin Sodium Phosphate/Pyridoxine Hydrochloride/Ascorbic Acid Coated/Cyanocobalamin Powder 0.1%/Tocopherol Acetate Powder 50%/Folic Acid/Nicotinamide/Calcium Pantothenate/Calcium Gluconate Hydrate/Magnesium Glycerophosphate,A11JC,"[""티아민질산염"", ""폴산"", ""토코페롤아세테이트 2배산"", ""리보플라빈포스페이트나트륨"", ""글루콘산칼슘수화물"", ""시아노코발라민1000배산"", ""콜레칼시페롤농축분말"", ""판토텐산칼슘"", ""제피아스코르브산"", ""니코틴산아미드"", ""레티놀팔미테이트과립"", ""피리독신염산염""]",흰색~미황색의원형정제,원형,노랑,KV,-,0.0,No match,vNo-DILI-concern
201800992,클로메디정(클로피도그렐황산수소염),M250362,클로피도그렐황산수소염,Clopidogrel Bisulfate,B01AC04,[],분홍색의원형필름코팅정,원형,분홍,CZ5,75,7.0,Adverse reactions,vLess-DILI-concern
201800994,카펜에스정,M223155,에페드린염산염,Acetaminophen/Anhydrous Caffeine/Ephedrine Hydrochloride,R05X,"[""카페인무수물"", ""아세트아미노펜""]",흰색~미황색의타원형필름코팅정,타원형,하양,FENS,분할선,5.0,Warnings & precautions,vMost-DILI-concern
201800999,타리어드정(베포타스틴베실산염),M255128,베포타스틴베실산염,Bepotastine Besylate,R06AX,[],흰색의분할선이있는필름코팅정,원형,하양,TAD,1분할선0,,No Match,vNo-Data
201801001,쎄클래신정250밀리그램(클래리트로마이신) ,M223198,클래리트로마이신,Clarithromycin,J01FA09,[],황색타원형필름코팅정제,타원형,노랑,SC250,-,8.0,Warnings & precautions,vMost-DILI-concern
201801002,글리메프정4밀리그램(글리메피리드),M086024,글리메피리드,Glimepiride,A10BB12,[],담청색의장방형정제,기타,파랑,C분할선T,분할선,7.0,Adverse reactions,vLess-DILI-concern
201801003,메틸론정4mg(메틸프레드니솔론),M223027,메틸프레드니솔론,Methylprednisolone,H02AB04,[],흰색의타원형정제,타원형,하양,MTSP4,십자분할선,3.0,Adverse reactions,vLess-DILI-concern
201801005,엘리반정2.5밀리그램(아픽사반),M253531,아픽사반,Apixaban,B01AF02,[],연한노란색의원형필름코팅정,원형,노랑,2½,AJU,4.0,Adverse reactions,vLess-DILI-concern
201801006,엘리반정5밀리그램(아픽사반),M253531,아픽사반,Apixaban,B01AF02,[],분홍색의달걀형의양쪽이볼록한필름코팅정,타원형,분홍,5,AJU,4.0,Adverse reactions,vLess-DILI-concern
201801008,엔피코프캡슐(테오브로민),M253552,테오브로민,Theobromine,,[],흰색의분말이들어있는상부농황색|하부흰색의경질캡슐제,장방형,노랑,마크NNP300,-,,No Match,vNo-Data
201801015,클로미신정250밀리그램(클래리트로마이신),M223198,클래리트로마이신,Clarithromycin,J01FA09,[],황색타원형필름코팅정,타원형,노랑,Krs,250,8.0,Warnings & precautions,vMost-DILI-concern
201801016,팜시온정(팜시클로비르),M250929,팜시클로비르,Famciclovir,J05AB09,[],흰색의원형제피정,원형,하양,YN,FV,3.0,Adverse reactions,Ambiguous-DILI-concern
201801017,코스페낙정100밀리그램(아세클로페낙),M040359,아세클로페낙,Aceclofenac,M01AB16,[],흰색의원형필름코팅정제,원형,하양,CMV,-,0.0,No match,vLess-DILI-concern
201801018,휴티카정90밀리그램(티카그렐러),M252585,티카그렐러,Ticagrelor,B01AC24,[],노란색의양면이볼록한원형의필름코팅정,원형,주황,HS,90,0.0,No match,vNo-DILI-concern
201801019,휴티카정60밀리그램(티카그렐러),M252585,티카그렐러,Ticagrelor,B01AC24,[],분홍색의양면이볼록한원형의필름코팅정,원형,분홍,HS,60,0.0,No match,vNo-DILI-concern
201801020,셀로파정5밀리그램(올로파타딘염산염),M233188,올로파타딘염산염,Olopatadine Hydrochloride,R06AX,[],담황적색의원형필름코팅정제,원형,분홍,CL,OP,,No Match,vNo-Data
201801021,투수콜포르테연질캡슐,M223183,카페인무수물,Belladonna Total Alkaloid/Dipotassium Glycyrrhizinate/Triprolidine Hydrochloride Hydrate/DL-Methylephedrine Hydrochloride/Anhydrous Caffeine,R06AX,"[""dl-메틸에페드린염산염"", ""벨라돈나총알카로이드"", ""글리시리진산이칼륨"", ""트리프롤리딘염산염수화물""]",흰색내지미황색의유상액이든어두운녹색의타원형연질캡슐,타원형,초록,SIF,-,,No Match,vNo-Data
