item_seq,item_name,ingr_code,ingr_name_ko,ingr_name_en,atc_code,synonyms,성상,의약품제형,색상앞,표시앞,표시뒤,severity_class,label_section,dili_status
195900043,아네모정,M099577,스코폴리아엑스10배산,Dried Aluminium Hydroxide Gel/Sodium Bicarbonate/Precipitated Calcium Carbonate/Magnesium Carbonate/Scopolia Extract Powder 10%,A02AH,"[""침강탄산칼슘"", ""탄산수소나트륨"", ""탄산마그네슘"", ""건조수산화알루미늄겔""]",백색의원형필름제피정,원형,하양,SJΛ,-,0.0,No match,vNo-DILI-concern
196000001,테라싸이클린캅셀250밀리그람(염산테트라싸이클린),M223235,테트라사이클린염산염,Tetracycline Hydrochloride,J01AA07,[],황색의결정또는결정성가루가들어있는상부는갈색|하부는담회색의캅셀이다.,장방형,갈색,CKD250,-,,No Match,vNo-Data
196000008,다이크로짇정(히드로클로로티아지드),M223356,히드로클로로티아지드,Hydrochlorothiazide,C03AA03,[],등황색의원형정제임,원형,주황,Y분할선H,-,2.0,Adverse reactions,vLess-DILI-concern
196000011,페니라민정(클로르페니라민말레산염),M223211,클로르페니라민말레산염,Chlorpheniramine Maleate,R06AB04,[],미황색의원형정제,원형,노랑,YH,-,0.0,No match,vNo-DILI-concern
196200032,유한짓정100mg(이소니아지드)(군납명:이소니아지드정케이.피100밀리그람),M223170,이소니아지드,Isoniazid,J04AC01,[],백색원형의정제,원형,하양,Y분할선H,-,8.0,Box warning,vMost-DILI-concern
196200034,삐콤정,M234001,아스코르브산과립97%,Thiamine Hydrochloride/Riboflavin/Pyridoxine Hydrochloride/Nicotinamide/Calcium Pantothenate/Cyanocobalamin Powder 1%/Ascorbic Acid Granules 97%,A11EB,"[""시아노코발라민100배산"", ""리보플라빈"", ""티아민염산염"", ""판토텐산칼슘"", ""니코틴산아미드"", ""피리독신염산염""]",적갈색의원형필름코팅정,원형,갈색,YH,B,0.0,No match,vNo-DILI-concern
196300001,디고신정(디곡신),M040091,디곡신,Digoxin,C01AA05,[],흰색의원형정제이다.,원형,하양,십자분할선,DG,0.0,No match,vNo-DILI-concern
196300043,덱사코티실정(덱사메타손),M040080,덱사메타손,Dexamethasone,,[],흰색의원형정제,원형,하양,YJPDEXACOTSIL,0.75,3.0,Adverse reactions,Ambiguous-DILI-concern
196300064,부광덱사메타손정,M040080,덱사메타손,Dexamethasone,H02AB02,[],백색의정제,원형,하양,75,분할선,3.0,Adverse reactions,Ambiguous-DILI-concern
196400037,라식스정(푸로세미드),M040715,푸로세미드,Furosemide,C03CA01,[],백색원형정제임.,원형,하양,DLI분할선DLI,-,2.0,Adverse reactions,Ambiguous-DILI-concern
196400046,게루삼정,M207094,탄산수소나트륨,Dried Aluminium Hydroxide Gel/Precipitated Calcium Carbonate/Magnesium Carbonate/Sodium Bicarbonate,A02AH,"[""건조수산화알루미늄 겔"", ""침강탄산칼슘"", ""탄산마그네슘""]",흰색의원형정제,원형,하양,G,G,0.0,No match,vNo-DILI-concern
196400099,크로세린캡슐250밀리그램(시클로세린)(수출명 : Dong-A Cycloserine 250mg),M020076,시클로세린,Cycloserine,J04AB01,[],상은핑크색|하는백색인캅셀,장방형,분홍,DACS,-,3.0,Warnings & precautions,Ambiguous-DILI-concern
196500004,후라시닐정(메트로니다졸),M040170,메트로니다졸,Metronidazole,P01AB01,[],흰색의원형정제,원형,하양,FLA분할선,-,3.0,No match,vLess-DILI-concern
196500051,지엘타이밍정(카페인무수물),M223183,카페인무수물,Anhydrous Caffeine,N06BC01,[],노란색의팔각형정제,팔각형,노랑,마크,T1E,,No Match,vNo-Data
196600011,베스타제정,M260530,셀룰라제AP3,Biodiastase 500/Lipase AP6/Cellulase AP3,A09AA02,"[""리파제AP6"", ""비오디아스타제500""]",담등-적갈색정제,원형,주황,BESTASE,-,,No Match,vNo-Data
196600012,베스타제당의정,M260530,셀룰라제AP3,Biodiastase 500/Lipase AP6/Cellulase AP3,A09AA02,"[""리파제AP6"", ""비오디아스타제500""]",분홍색의원형당의정이다.,원형,분홍,BSS,-,,No Match,vNo-Data
196700060,마이암부톨제피정400밀리그램(에탐부톨염산염),M223143,에탐부톨염산염,Ethambutol Hydrochloride,J04AK02,[],황색의원형필름코팅정제,원형,노랑,YH,MB,8.0,Warnings & precautions,vMost-DILI-concern
197000005,앰씰린캡슐250밀리그램(암피실린수화물),M239219,암피실린수화물,Ampicillin Hydrate,,[],백색또는황백색의결정성가루가들어있는상의는홍색|하의는흐린보라색의캡슐제,장방형,빨강,CKD250,-,,No Match,vNo-Data
197000037,아로나민골드정,M255819,토코페롤아세테이트 2배산,Fursultiamine/Riboflavin Butyrate/Pyridoxal Phosphate Hydrate/Hydroxocobalamin Acetate/Ascorbic Acid/Tocopherol Acetate Powder 50%,A11JA,"[""푸르설티아민"", ""피리독살포스페이트수화물"", ""아스코르브산"", ""리보플라빈부티레이트"", ""히드록소코발라민아세트산염""]",1.내수용:이약은적색의필름코팅정이다.2.수출용:이약은빨간색의필름코팅정이다.,타원형,빨강,Aro-G,Aro-G,3.0,Adverse reactions,Ambiguous-DILI-concern
197000040,대웅우루사연질캡슐,M040133,리보플라빈,Ursodeoxycholic Acid/Thiamine Nitrate/Riboflavin,A05AA,"[""티아민질산염"", ""우르소데옥시콜산""]",이약은전면:황록색|후면:암록색의장방형연질캅셀제로서내용물은황색이다.,장방형,초록,우루사,-,0.0,No match,vNo-DILI-concern
197000049,셉트린정,M040283,설파메톡사졸,Trimethoprim/Sulfamethoxazole,J01EE01,"[""트리메토프림""]",흰색또는거의흰색의원형정제,원형,하양,마크분할선ST,-,4.0,Adverse reactions,vLess-DILI-concern
197000050,자이로릭정(알로푸리놀),M040387,알로푸리놀,Allopurinol,M04AA01,[],흰색의원형정제,원형,하양,GS분할선FE7,-,8.0,Warnings & precautions,vMost-DILI-concern
197000053,액티피드정,M250460,트리프롤리딘염산염수화물,Pseudoephedrine Hydrochloride/Triprolidine Hydrochloride Hydrate,R01BA52,"[""슈도에페드린염산염""]",흰색의원형정제,원형,하양,마크분할선AC,분할선,0.0,No match,vNo-DILI-concern
197000068,다오닐정(글리벤클라미드),M050102,글리벤클라미드,Glibenclamide,A10BB01,[],장방형백색정제,장방형,하양,LDI분할선LDI,분할선,,No Match,vNo-Data
197000076,보나링에이정(디멘히드리네이트),M040096,디멘히드리네이트,Dimenhydrinate,A04AD,[],국내용:흰색의장방형정제,타원형,하양,BN분할선BN,-,0.0,No match,vNo-DILI-concern
197000079,에나폰정10밀리그램(아미트리프틸린염산염),M223101,아미트리프틸린염산염,Amitriptyline Hydrochloride,N06AA09,[],청색의원형필름코팅정,원형,파랑,E10,마크,5.0,Adverse reactions,vLess-DILI-concern
197000102,대원아미노필린정(아미노필린수화물),M223100,아미노필린수화물,Aminophylline Hydrate,R03DA05,[],백색또는약간황색의정제(수출용:백색또는약간황색의타원형정제),원형,하양,마크,A분할선M,,No Match,vNo-Data
197000104,부광페니토인캡슐100밀리그램,M051706,페니토인,Phenytoin,N03AB02,[],백색의캅셀내백색분말임,장방형,하양,BKPHE,-,8.0,Warnings & precautions,vMost-DILI-concern
197000208,건위황정,M229810,황백가루,Sodium Bicarbonate/Phellodendron Bark Powder,A02AX,"[""탄산수소나트륨""]",담황색의정제,원형,노랑,NKGH,-,0.0,No match,vNo-DILI-concern
197100015,타치온정50밀리그램(글루타티온(환원형)),M256276,글루타티온(환원형),Glutathione (Reduced),V03AB32,[],흰색의원형필름코팅정,원형,하양,TAT,Da,,No Match,vNo-Data
197100073,벤나민정(벤지다민염산염)(수출용),M222851,벤지다민염산염,Benzydamine Hydrochloride,,[],담녹색의원형필름코팅정,원형,초록,KS,B,,No Match,vNo-Data
197100081,키모랄에스정,M051649,결정트립신,Bromelain/Crystallized Trypsin,M09AB52,"[""브로멜라인""]",내수용:연녹색의원형장용성필름코팅정|수출용:적색의원형장용성필름코팅정,원형,연두,KS,BT,,No Match,vNo-Data
197100097,환인벤즈트로핀정(벤즈트로핀메실산염),M247864,벤즈트로핀메실산염,Benztropine Mesylate,N04AC01,[],백색의원형정제,원형,하양,B,십자분할선,0.0,No match,vNo-DILI-concern
197200084,기모타부정(수출명:케이티정),M051649,결정트립신,Bromelain/Crystallized Trypsin,,"[""브로멜라인""]",백색의장용성필름코팅정,원형,하양,JEILKT40,-,,No Match,vNo-Data
197200091,도란사민캡슐(트라넥삼산)(수출명:트라민캡슐),M051614,트라넥삼산,Tranexamic Acid,B02AA02,[],백색분말이든상부:주황색|하부:담황색의경질캅셀제,장방형,주황,JEILTRS,-,0.0,No match,vNo-DILI-concern
197200160,후릭스정(푸로세미드),M040715,푸로세미드,Furosemide,C03CA01,[],흰색의원형정제,원형,하양,FR분할선FR,-,2.0,Adverse reactions,Ambiguous-DILI-concern
197200484,맥페란정(메토클로프라미드),M050465,메토클로프라미드,Metoclopramide,A03FA01,[],흰색의원형필름코팅정,원형,하양,D-W,5,5.0,Adverse reactions,vLess-DILI-concern
197300021,리포덱스캅셀(리팜피신)(수출명: 종근당리팜피신캅셀150mg),M020042,리팜피신,Rifampicin,J04AB02,[],국내용:적자색의분말이든상의흑색불투명|하의주홍색불투명의캅셀제납품용:적자색의분말이든상|하의암적색불투명캅셀제수출용1:적자색의분말이든상|하의적갈색불투명캅셀제수출용2:적자색의분말이든상의흑색불투명|하의적자색불투명의캅셀제수출용3:적자색의분말이든상의적색|하의주황색의캅셀제수출용4:적자색의분말이든상의청색불투명|하의적색불투명의캅셀제,장방형,검정,마크CKD마크CKD,-,,No Match,vNo-Data
197300084,리팜핀캡슐150밀리그램(리팜피신),M020042,리팜피신,Rifampicin,J04AB02,[],상부청색하부적색캡슐에충진된적색분말임,장방형,파랑,YHRFP150,-,,No Match,vNo-Data
197300150,센시발정10밀리그램(염산노르트립틸린),M050132,염산노르트립틸린,Nortriptyline Hydrochloride,N06AA10,[],엷은적색의필름코팅정,원형,분홍,S1,-,8.0,Warnings & precautions,vMost-DILI-concern
197300151,센시발정25밀리그램(염산노르트립틸린),M050132,염산노르트립틸린,Nortriptyline Hydrochloride,N06AA10,[],흰색의필름코팅정,원형,하양,S2,-,8.0,Warnings & precautions,vMost-DILI-concern
197300172,리단정(탄산리튬),M040628,탄산리튬,Lithium Carbonate,N05AN01,[],흰색또는거의흰색의정제,원형,하양,LIT,분할선,,No Match,vNo-Data
197400039,탐부톨정400밀리그램(에탐부톨염산염)(수출용),M223143,에탐부톨염산염,Ethambutol Hydrochloride,J04AK02,[],연한노란색의제피된정제,원형,노랑,T,-,8.0,Warnings & precautions,vMost-DILI-concern
197400040,인데놀정10mg(프로프라놀롤염산염),M223316,프로프라놀롤염산염,Propranolol Hydrochloride,C07AA05,[],백색의정제,원형,하양,DK,10,3.0,Warnings & precautions,Ambiguous-DILI-concern
197400059,"파무정(프랄리독심염화물,수출명:PralidoximChlorideTab.)",M223294,프랄리독심염화물,Pralidoxime Chloride,V03AB04,[],백색내지미황색의정제임.,원형,하양,P,마크분할선,3.0,Adverse reactions,Ambiguous-DILI-concern
197400246,마그밀정(수산화마그네슘),M040306,수산화마그네슘,Magnesium Hydroxide,A02AA04,[],흰색의원형정제,원형,하양,마크,마크,,No Match,vNo-Data
197400262,트레스탄캡슐,M096429,시아노코발라민,Cyproheptadine Orotate Hydrate/DL-Carnitine Hydrochloride/L-Lysine Hydrochloride/Cyanocobalamin,A15,"[""DL-카르니틴염산염"", ""L-리신염산염"", ""시프로헵타딘오로트산염수화물""]",연한분홍색가루가충전된상부연등색|하부연주홍색의경질캡슐제,장방형,분홍,SAMJINTRESTAN,-,0.0,No match,vNo-DILI-concern
197400277,뮤코졸정(브롬헥신염산염),M223062,브롬헥신염산염,Bromhexine Hydrochloride,R05CB02,[],흰색의원형정제,원형,하양,MUC,-,,No Match,vNo-Data
197400278,씬지로이드정0.1밀리그램(레보티록신나트륨수화물),M222989,레보티록신나트륨수화물,Levothyroxine Sodium Hydrate,H03AA01,[],황색의정제,원형,노랑,SYN,십자분할선,,No Match,vNo-Data
197400343,"신일브롬헥신염산염정
(수출명 : BIVOTUME, BIVO)",M223062,브롬헥신염산염,Bromhexine Hydrochloride,R05CB02,[],노란색의원형정제수출용:한쪽면은둥글고한쪽면은평면의모양을가진청색의정제,원형,노랑,R,분할선,,No Match,vNo-Data
197400345,티니다진정(티니다졸),M051652,티니다졸,Tinidazole,P01AB02,[],노란색의원형필름코팅정,원형,노랑,TZ150,SIL,3.0,Adverse reactions,vLess-DILI-concern
197400347,신일살부타몰정(수출명:BUTAMOLTab.)(SalbutamolSulfate),M223069,살부타몰황산염,Salbutamol Sulfate,R03CC02,[],흰색내지미황색의원형정제,원형,하양,SS,분할선,,No Match,vNo-Data
197500007,마데카솔정(수출용:리포솔정),M050391,센텔라아시아티카정량추출물,Centella Asiatica Titrated Extract,C05CX,[],백색의원형정제,원형,하양,L분할선N,-,,No Match,vNo-Data
197500015,"아목사펜캡슐(아목시실린수화물)(수출명:아드목스캡슐,에프페닉스캡슐)",M223098,아목시실린수화물,Amoxicillin Hydrate,J01CA04,[],내수용및수출용(아드목스캡슐):백색내지황백색의결정또는결정성가루를함유한상부암적색|하부농황색의캡슐제수출용(에프페닉스캡슐):백색의분말이들어있는상부는옅은갈색|하부는백색의캡슐제,장방형,빨강,CKD250,-,,No Match,vNo-Data
197500016,낙센정(나프록센),M050116,나프록센,Naproxen,M01AE02,[],미황색(연노랑의)장방형정제,장방형,노랑,N250,-,3.0,Warnings & precautions,vLess-DILI-concern
197500088,암포젤정(건조수산화알루미늄겔),M229291,건조수산화알루미늄 겔,Dried Aluminium Hydroxide Gel,A02AB01,[],흰색의원형정제,원형,하양,ID,J,,No Match,vNo-Data
197500135,키목신캡슐250밀리그램(아목시실린수화물),M223098,아목시실린수화물,Amoxicillin Hydrate,J01CA04,[],백색-담황색의결정성또는과립상분말을충진한상부암갈색하부미황색캡슐제(수출용제1법:백색-담황색의결정성또는과립상분말을충진한상부적색|하부황색캡슐제|수출용제2법|제3법:백색-담황색의결정성또는과립상분말을충진한상부담갈색|하부백색캡슐제|수출용제4법:백색-담황색의결정성또는과립상분말을충진한상부적색|하부백색캡슐제|수출용제5법:백색-담황색의결정성또는과립상분말을충진한상부중갈색하부백색캡슐제),장방형,갈색,YHKMX250,-,,No Match,vNo-Data
197500185,파목신캡슐250밀리그램(아목시실린수화물),M223098,아목시실린수화물,Amoxicillin Hydrate,J01CA04,[],흰색-미황색의가루또는과립이든상부갈색|하부담황색의장방형경질캡슐,장방형,갈색,D-WD-WPMXPMX,-,,No Match,vNo-Data
197500186,에트라빌10밀리그램정(아미트리프틸린염산염),M223101,아미트리프틸린염산염,Amitriptyline Hydrochloride,N06AA09,[],이약은청색의제피정이다.,원형,파랑,D-W,E,5.0,Adverse reactions,vLess-DILI-concern
197500188,에트라빌25밀리그램정(아미트리프틸린염산염),M223101,아미트리프틸린염산염,Amitriptyline Hydrochloride,N06AA09,[],노란색의원형필름코팅정,원형,연두,D-W,ETR,5.0,Adverse reactions,vLess-DILI-concern
197500236,래피탈질정(클로트리마졸)(수출명:CATIOMA)(수출용),M088335,클로트리마졸,Clotrimazole,G01AF02,[],백색-담백색의정제,기타,하양,CGPRT,-,3.0,Warnings & precautions,vLess-DILI-concern
197500272,에이씰린캡슐250밀리그램(아목시실린수화물),M223098,아목시실린수화물,Amoxicillin Hydrate,J01CA04,[],(상의)암적색|(하의)담황색의캅셀제,장방형,자주,BRAC250,-,,No Match,vNo-Data
197500274,에이씰린캡슐500밀리그램(아목시실린수화물),M223098,아목시실린수화물,Amoxicillin Hydrate,J01CA04,[],상부적등색|하부분홍색의캅셀제,장방형,빨강,BRAC500,-,,No Match,vNo-Data
197500285,환인히단토인정(페니토인),M051706,페니토인,Phenytoin,N03AB02,[],백색원형의정제임.,원형,하양,WHANINH,-,8.0,Warnings & precautions,vMost-DILI-concern
197500299,콘락스정2밀리그람(프리디놀메실산염),M253051,프리디놀메실산염,Pridinol Mesylate,M03BX03,[],흰색의필름코팅정,원형,하양,K2,-,,No Match,vNo-Data
197500450,다이릭스정(푸로세미드),M040715,푸로세미드,Furosemide,C03CA01,[],흰색의원형정제,원형,하양,DAILIX,마크,2.0,Adverse reactions,Ambiguous-DILI-concern
197500541,구주스피로닥톤정(스피로노락톤),M099796,스피로노락톤,Spironolactone,C03DA01,[],미황색원형의필름코팅정제,원형,노랑,S25,-,2.0,Adverse reactions,vLess-DILI-concern
197500578,훌비신500밀리그람정(그리세오풀빈),M020004,그리세오풀빈,Griseofulvin,D01BA01,[],백색타원형정제,장방형,하양,F500,분할선,8.0,Warnings & precautions,vMost-DILI-concern
197500654,아시원정(방풍통성산엑스정),M243947,방풍통성산연조엑스(5.2→1),Bangpungtongsungsan Soft Extract (5.2→1),A08AX,[],적갈색의타원형필름코팅정제,타원형,갈색,MHT,-,,No Match,vNo-Data
197600036,앰씰린캡슐500밀리그램(암피실린수화물)(수출명:앰씬캡슐500밀리그램),M239219,암피실린수화물,Ampicillin Hydrate,J01CA01,[],백색또는황백색의결정성가루가들어있는상의는홍색|하의는흐린보라색의캡슐제,장방형,빨강,CKD500,-,,No Match,vNo-Data
197600046,인데놀정40mg(프로프라놀롤염산염),M223316,프로프라놀롤염산염,Propranolol Hydrochloride,C07AA05,[],백색의정제,원형,하양,DK40,분할선,3.0,Warnings & precautions,Ambiguous-DILI-concern
197600065,알키록산정(시클로포스파미드정),M040333,시클로포스파미드,Cyclophosphamide,L01AA01,[],백색의필름코팅정,원형,하양,A,마크,5.0,Adverse reactions,vLess-DILI-concern
197600345,페리나정,M223211,클로르페니라민말레산염,Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate,R01BA52,"[""슈도에페드린염산염""]",흰색의원형정제,원형,하양,SJP,분할선,0.0,No match,vNo-DILI-concern
197600412,로프민캡슐(로페라미드염산염),M222992,로페라미드염산염,Loperamide Hydrochloride,A07DA03,[],흰색가루가함유된흰색의경질캡슐제,장방형,하양,LPMLPM,-,0.0,No match,vNo-DILI-concern
197600432,경동아세트아미노펜정(수출용),M040353,아세트아미노펜,Acetaminophen,N02BE01,[],백색의정제,원형,하양,마크,분할선,5.0,Warnings & precautions,vMost-DILI-concern
197600483,신일비사코딜정,M050687,비사코딜,Bisacodyl,A06AB02,[],노란색의원형장용성필름코팅정,원형,노랑,SIB,-,0.0,No match,vNo-DILI-concern
197600539,세가톤트로키(염화세칠피리디늄),M230954,염화세칠피리디늄,Cetylpyridinium Chloride Hydrate,R02AA06,[],황색의원형트로키제임.,원형,노랑,A,A,,No Match,vNo-Data
197600612,훌비신125밀리그람정(그리세오풀빈),M104319,글리세오훌빈,Griseofulvin,D01BA01,[],백색원형정제,원형,하양,F분할선125,-,8.0,Warnings & precautions,vMost-DILI-concern
197700008,"인사돌정(수출명:하이돌정,펠이돌정)",M098768,옥수수불검화정량추출물,Titrated Extract of Zea Mays L. Unsaponifiable Fraction,A01A,[],주황색의원형필름코팅정제,원형,주황,ISD,-,,No Match,vNo-Data
197700025,푸리노신정(이노시플렉스),M051256,이노시플렉스,Inosiplex,J05AX05,[],이약은백색원형의정제이다.,원형,하양,PRINOSINE,분할선,,No Match,vNo-Data
197700049,에취투정(시메티딘)(수출명:CIMETIDINETAB.200mg),M050857,시메티딘,Cimetidine,A02BA01,[],백색원형의필름코팅정,원형,하양,마크,마크,2.0,Adverse reactions,vLess-DILI-concern
197700088,하이메틴정(시메티딘),M050857,시메티딘,Cimetidine,,[],백색의원형필름코팅정,원형,하양,HIMETIN,-,2.0,Adverse reactions,vLess-DILI-concern
197700114,다이그린정(글리피지드),M256618,글리피지드,Glipizide,A10BB07,[],백색원형의정제,원형,하양,Y분할선H,DG,3.0,Adverse reactions,vLess-DILI-concern
197700117,리팜핀캡슐300밀리그램(리팜피신)(수출명:리팜메디코),M020042,리팜피신,Rifampicin,J04AB02,[],적색의분말이충진된연두색(상)|적색(하)의경질캡슐제.(단|수출용은적색분말이충진된적색(상)|적색(하)의경질캡슐제.또는연두색(상)|적색(하)의경질캡슐제),장방형,연두,YHRFP300,-,,No Match,vNo-Data
197700120,부루펜정200밀리그램(이부프로펜),M051259,이부프로펜,Ibuprofen,M01AE01,[],흰색의장방형필름코팅정제,장방형,하양,마크,BR2,3.0,Warnings & precautions,vLess-DILI-concern
197700126,후시딘정(퓨시드산나트륨),M243954,퓨시드산나트륨,Sodium Fusidate,J01XC01,[],백색의타원형필름코팅정이다.,타원형,하양,D-WFCD,-,,No Match,vNo-Data
197700201,메네스정(베타히스틴메실산염),M223045,베타히스틴메실산염,Betahistine Mesylate,N07CA01,[],흰색의원형정제,원형,하양,MN,-,,No Match,vNo-Data
197700322,액티페린정,M222865,수도에페드린염산염,Triprolidine Hydrochloride Hydrate/Pseudoephedrine Hydrochloride,R01BA52,"[""트리프롤리딘염산염수화물""]",백색의원형정제,원형,하양,YI,분할선,0.0,No match,vNo-DILI-concern
197800009,부루톤정(방기황기탕엑스정),M211272,이상 수침연조엑스,Atractylodes Rhizome White/Astragalus Root/Sinomenium Stem/Licorice/Jujube/Raw Ginger/As Soft Extract,A08AX,"[""대추"", ""방기"", ""황기"", ""생강"", ""백출"", ""감초""]",주황색의타원형필름코팅정,타원형,주황,GHB,-,,No Match,vNo-Data
197800024,프론크논정(배농산급탕),M104014,배농산급탕연조엑스(4→1),Baenongsangeubtang Soft Extract (4→1),,[],담갈색의원형정제,원형,갈색,GH,-,,No Match,vNo-Data
197800027,데카키논캡슐(유비데카레논),M051233,유비데카레논,Ubidecarenone,C01EB09,[],노란색의가루가든상부주황색|하부연한노란색의경질캡슐,장방형,주황,DECDEC,-,,No Match,vNo-Data
197800085,국제시메티딘정,M050857,시메티딘,Cimetidine,A02BA01,[],미청색의필름코팅정,원형,청록,C,C,2.0,Adverse reactions,vLess-DILI-concern
197800093,사미온정(니세르골린),M070142,니세르골린,Nicergoline,C04AE02,[],이약은오렌지색의당의정이다.,원형,주황,ID·S,-,,No Match,vNo-Data
197800131,유한피라진아미드정250밀리그램 (피라진아미드),M040746,피라진아미드,Pyrazinamide,J04AK01,[],백색의원형정제임.,원형,하양,Y분할선H,PZ,3.0,Warnings & precautions,vLess-DILI-concern
197800132,유한피라진아미드정500밀리그램(피라진아미드),M040746,피라진아미드,Pyrazinamide,J04AK01,[],백색의원형정제임.,원형,하양,YH,PZM,3.0,Warnings & precautions,vLess-DILI-concern
197800165,시그나틴정(시메티딘),M050857,시메티딘,Cimetidine,A02BA01,[],이약은백색원형의필름코팅정이다.,원형,하양,D-W,T,2.0,Adverse reactions,vLess-DILI-concern
197800210,아디팜정(히드록시진염산염),M223358,히드록시진염산염,Hydroxyzine Hydrochloride,N05BB01,[],노란색의원형정제,원형,노랑,TG분할선AD,-,0.0,No match,vNo-DILI-concern
197800212,로파인캡슐(로페라미드염산염),M222992,로페라미드염산염,Loperamide Hydrochloride,A07DA03,[],흰색가루가함유된흰색의경질캡슐제,장방형,하양,TGLOPA,-,0.0,No match,vNo-DILI-concern
197800241,이피라돌정(황산헥소푸레나린) (수출용),M021928,황산헥소프레날린,Hexoprenaline Sulfate,,[],백색의원형정제이다.,원형,하양,IPT,분할선,,No Match,vNo-Data
197800242,일양노이시린에이정(규산알루민산마그네슘),M216095,규산알루민산마그네슘,Magnesium Aluminosilicate,A02AD05,[],흰색의원형정제,원형,하양,NAT,-,,No Match,vNo-Data
197800262,쎄닐톤정,M212051,쎄니틴 GBX,Cernitine T60/Cernitine GBX,,"[""쎄니틴 T60""]",담록색원형의필름코팅정제,원형,연두,DCN,마크,,No Match,vNo-Data
197800303,부광메티마졸정,M050423,메티마졸,Methimazole,H03BB02,[],흰색의정제임.,원형,하양,MET,십자분할선,8.0,Warnings & precautions,vMost-DILI-concern
197800304,콤지로이드정(부광리오트릭스정),M222999,리오티로닌나트륨,Levothyroxine Sodium Hydrate/Liothyronine Sodium,,"[""레보티록신나트륨수화물""]",흰색의정제임,원형,하양,T3·4,분할선,0.0,No match,vNo-DILI-concern
197800305,안티로이드정(프로필티오우라실),M223317,프로필티오우라실,Propylthiouracil,H03BA02,[],흰색의정제,원형,하양,ANT50,십자분할선,8.0,Box warning,vMost-DILI-concern
197800307,싸이메트정(시메티딘),M050857,시메티딘,Cimetidine,A02BA01,[],담녹색의필름코팅정임,원형,연두,CIMET200,-,2.0,Adverse reactions,vLess-DILI-concern
197800308,프리마란정(메퀴타진),M050446,메퀴타진,Mequitazine,R06AD07,[],흰색의정제임,원형,하양,마크,분할선,,No Match,vNo-Data
197800388,신일덱사메타손정,M040080,덱사메타손,Dexamethasone,H02AB02,[],한쪽면은둥글고한면은평면의모양을가진흰색의정제,반원형,하양,0.75,SDM,3.0,Adverse reactions,Ambiguous-DILI-concern
197800389,베노라민정(수출명:BENORAMINATab.BENORAMINTab.),M223212,d-클로르페니라민말레산염,Betamethasone/D-Chlorpheniramine Maleate,H02BX,"[""베타메타손""]",분홍색의원형정제,원형,분홍,B분할선N,-,,No Match,vNo-Data
197800390,티니다진정500밀리그램(티니다졸),M051652,티니다졸,Tinidazole,P01AB02,[],노란색의타원형필름코팅정,장방형,노랑,TZ-500,분할선,3.0,Adverse reactions,vLess-DILI-concern
197800391,메코민캡슐(메코발라민),M050436,메코발라민,Mecobalamin,B03BA05,[],적색반점이있는흰색또는엷은적색의분말이든상-적색|하-살색의경질캡슐제,장방형,빨강,SINILMCM500,-,,No Match,vNo-Data
197800466,리나치올캡슐375밀리그램(카르보시스테인)(수출명:HyundiolCapsule375Mg),M268097,카르보시스테인,Carbocisteine,R05CB03,[],백색분말이든녹색의캅셀제이다.,장방형,초록,HDPRIH375,-,,No Match,vNo-Data
197900013,아코니발정(정제부자),M201585,정제부자,Pulvis Aconiti Tuberis Purificaum,C01EB,[],회갈색의원형정제,원형,노랑,GH,-,,No Match,vNo-Data
197900066,유유알로푸리놀정,M040387,알로푸리놀,Allopurinol,M04AA01,[],백색원형상정제,원형,하양,Y분할선Y,YAT,8.0,Warnings & precautions,vMost-DILI-concern
197900095,록시스린정150밀리그람(록시트로마이신)[수출명:프록시맥스정],M222994,록시트로마이신,Roxithromycin,J01FA06,[],양쪽이볼록한흰색의원형제피정,원형,하양,ROXKJ,-,,No Match,vNo-Data
197900123,크리돌정100밀리그람(설린닥),M050765,설린닥,Sulindac,M01AB02,[],진한황색의육각형필름코팅정,육각형,노랑,KMD분할선100,마크,8.0,Warnings & precautions,vMost-DILI-concern
197900145,유한메토트렉세이트정,M040168,메토트렉세이트,Methotrexate,L04AX03,[],이약은황색의원형정제이다,원형,노랑,Y분할선H,m,3.0,Box warning,vMost-DILI-concern
197900149,수루메틴정(시메티딘),M050857,시메티딘,Cimetidine,A02BA01,[],담녹색의필름코팅정,원형,연두,마크,-,2.0,Adverse reactions,vLess-DILI-concern
197900157,페록살정(플루페남산)(수출용),M051841,플루페남산,Flufenamic Acid,M01AG03,[],등황색원형필름코팅정,원형,주황,ANP,FX,,No Match,vNo-Data
197900202,"베토민정(수출명:베덱슬러,Bedexlor)(수출용)",M223212,d-클로르페니라민말레산염,Betamethasone/D-Chlorpheniramine Maleate,H02BX,"[""베타메타손""]",담홍색-홍색원형정제이다.,원형,분홍,CGP18,분할선,,No Match,vNo-Data
197900215,쎄리노신정(이노시플렉스),M051256,이노시플렉스,Inosiplex,,[],백색의정제,원형,하양,TG분할선SN,-,,No Match,vNo-Data
197900219,마스질정(클레마스틴푸마르산염),M223199,클레마스틴푸마르산염,Clemastine Fumarate,R06AA04,[],연한노란색의정제,원형,노랑,TG분할선MG,-,0.0,No match,vNo-DILI-concern
